Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena
Mar 12 2023,7:00p,Portland Trail Blazers,110,New Orleans Pelicans,127,Box Score,,16676,Smoothie King Center
Mar 12 2023,7:00p,Oklahoma City Thunder,102,San Antonio Spurs,90,Box Score,,17314,AT&T Center
Mar 12 2023,9:00p,New York Knicks,112,Los Angeles Lakers,108,Box Score,,18997,Crypto.com Arena
Mar 13 2023,7:00p,Indiana Pacers,97,Detroit Pistons,117,Box Score,,18313,Little Caesars Arena
Mar 13 2023,7:30p,Minnesota Timberwolves,136,Atlanta Hawks,115,Box Score,,17799,State Farm Arena
Mar 13 2023,7:30p,Memphis Grizzlies,104,Dallas Mavericks,88,Box Score,,20303,American Airlines Center
Mar 13 2023,7:30p,Utah Jazz,115,Miami Heat,119,Box Score,,19721,FTX Arena
Mar 13 2023,8:00p,Boston Celtics,109,Houston Rockets,111,Box Score,,18055,Toyota Center
Mar 13 2023,10:00p,Phoenix Suns,112,Golden State Warriors,123,Box Score,,18064,Chase Center
Mar 13 2023,10:00p,Milwaukee Bucks,133,Sacramento Kings,124,Box Score,,18111,Golden 1 Center
Mar 14 2023,7:00p,Cleveland Cavaliers,120,Charlotte Hornets,104,Box Score,,14690,Spectrum Center
Mar 14 2023,7:00p,Detroit Pistons,97,Washington Wizards,117,Box Score,,15279,Capital One Arena
Mar 14 2023,7:30p,Denver Nuggets,110,Toronto Raptors,125,Box Score,,19800,Scotiabank Arena
Mar 14 2023,8:00p,Los Angeles Lakers,123,New Orleans Pelicans,108,Box Score,,18625,Smoothie King Center
Mar 14 2023,8:00p,Brooklyn Nets,107,Oklahoma City Thunder,121,Box Score,,16976,Paycom Center
Mar 14 2023,8:00p,Orlando Magic,114,San Antonio Spurs,132,Box Score,,13708,AT&T Center
Mar 14 2023,10:00p,Milwaukee Bucks,116,Phoenix Suns,104,Box Score,,17071,Footprint Center
Mar 14 2023,10:00p,New York Knicks,123,Portland Trail Blazers,107,Box Score,,19488,Moda Center
Mar 15 2023,7:30p,Philadelphia 76ers,118,Cleveland Cavaliers,109,Box Score,,19432,Rocket Mortgage Fieldhouse
Mar 15 2023,7:30p,Memphis Grizzlies,119,Miami Heat,138,Box Score,,19794,FTX Arena
Mar 15 2023,8:00p,Sacramento Kings,117,Chicago Bulls,114,Box Score,,21886,United Center
Mar 15 2023,8:00p,Los Angeles Lakers,110,Houston Rockets,114,Box Score,,18055,Toyota Center
Mar 15 2023,8:00p,Boston Celtics,104,Minnesota Timberwolves,102,Box Score,,17136,Target Center
Mar 15 2023,8:30p,Dallas Mavericks,137,San Antonio Spurs,128,Box Score,OT,18354,AT&T Center
Mar 15 2023,10:00p,Golden State Warriors,126,Los Angeles Clippers,134,Box Score,,19068,Crypto.com Arena
Mar 16 2023,7:00p,Denver Nuggets,119,Detroit Pistons,100,Box Score,,17987,Little Caesars Arena
Mar 16 2023,7:30p,Sacramento Kings,101,Brooklyn Nets,96,Box Score,,18172,Barclays Center
Mar 16 2023,7:30p,Oklahoma City Thunder,111,Toronto Raptors,128,Box Score,,19800,Scotiabank Arena
Mar 16 2023,8:00p,Indiana Pacers,139,Milwaukee Bucks,123,Box Score,,17797,Fiserv Forum
Mar 16 2023,10:00p,Orlando Magic,113,Phoenix Suns,116,Box Score,,17071,Footprint Center
Mar 17 2023,7:00p,Philadelphia 76ers,121,Charlotte Hornets,82,Box Score,,19096,Spectrum Center
Mar 17 2023,7:30p,Golden State Warriors,119,Atlanta Hawks,127,Box Score,,18201,State Farm Arena
Mar 17 2023,7:30p,Washington Wizards,94,Cleveland Cavaliers,117,Box Score,,19432,Rocket Mortgage Fieldhouse
Mar 17 2023,8:00p,Minnesota Timberwolves,131,Chicago Bulls,139,Box Score,2OT,20109,United Center
Mar 17 2023,8:00p,New Orleans Pelicans,112,Houston Rockets,114,Box Score,,15841,Toyota Center
Mar 17 2023,8:00p,Memphis Grizzlies,126,San Antonio Spurs,120,Box Score,OT,15221,AT&T Center
Mar 17 2023,10:00p,Boston Celtics,126,Portland Trail Blazers,112,Box Score,,19393,Moda Center
Mar 17 2023,10:30p,Dallas Mavericks,111,Los Angeles Lakers,110,Box Score,,18997,Crypto.com Arena
Mar 18 2023,1:00p,Denver Nuggets,110,New York Knicks,116,Box Score,,19812,Madison Square Garden (IV)
Mar 18 2023,3:00p,Orlando Magic,113,Los Angeles Clippers,108,Box Score,,17533,Crypto.com Arena
Mar 18 2023,7:00p,Philadelphia 76ers,141,Indiana Pacers,121,Box Score,,17274,Gainbridge Fieldhouse
Mar 18 2023,7:00p,Minnesota Timberwolves,107,Toronto Raptors,122,Box Score,,19800,Scotiabank Arena
Mar 18 2023,8:00p,Miami Heat,99,Chicago Bulls,113,Box Score,,20094,United Center
Mar 18 2023,8:00p,Golden State Warriors,119,Memphis Grizzlies,133,Box Score,,18396,FedEx Forum
Mar 18 2023,8:00p,Sacramento Kings,132,Washington Wizards,118,Box Score,,18529,Capital One Arena
Mar 18 2023,9:00p,Boston Celtics,117,Utah Jazz,118,Box Score,,18206,Vivint Arena
Mar 19 2023,3:30p,Denver Nuggets,108,Brooklyn Nets,102,Box Score,,18235,Barclays Center
Mar 19 2023,3:30p,Phoenix Suns,120,Oklahoma City Thunder,124,Box Score,,17897,Paycom Center
Mar 19 2023,4:00p,Atlanta Hawks,118,San Antonio Spurs,126,Box Score,,16311,AT&T Center
Mar 19 2023,6:00p,Miami Heat,112,Detroit Pistons,100,Box Score,,20190,Little Caesars Arena
Mar 19 2023,7:00p,New Orleans Pelicans,117,Houston Rockets,107,Box Score,,14209,Toyota Center
Mar 19 2023,8:00p,Toronto Raptors,111,Milwaukee Bucks,118,Box Score,,17341,Fiserv Forum
Mar 19 2023,9:00p,Los Angeles Clippers,117,Portland Trail Blazers,102,Box Score,,18714,Moda Center
Mar 19 2023,9:30p,Orlando Magic,105,Los Angeles Lakers,111,Box Score,,18997,Crypto.com Arena
Mar 20 2023,7:00p,Indiana Pacers,109,Charlotte Hornets,115,Box Score,,12449,Spectrum Center
Mar 20 2023,7:00p,Chicago Bulls,109,Philadelphia 76ers,105,Box Score,2OT,21145,Wells Fargo Center
Mar 20 2023,7:30p,Minnesota Timberwolves,140,New York Knicks,134,Box Score,,19812,Madison Square Garden (IV)
Mar 20 2023,8:00p,Golden State Warriors,121,Houston Rockets,108,Box Score,,16116,Toyota Center
Mar 20 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,Box Score,,17794,FedEx Forum
Mar 20 2023,9:00p,Sacramento Kings,120,Utah Jazz,128,Box Score,,18206,Vivint Arena
Mar 21 2023,7:00p,Washington Wizards,112,Orlando Magic,122,Box Score,,16096,Amway Center
Mar 21 2023,7:30p,Detroit Pistons,107,Atlanta Hawks,129,Box Score,,17129,State Farm Arena
Mar 21 2023,7:30p,Cleveland Cavaliers,115,Brooklyn Nets,109,Box Score,,17732,Barclays Center
Mar 21 2023,8:00p,San Antonio Spurs,84,New Orleans Pelicans,119,Box Score,,15466,Smoothie King Center
Mar 21 2023,10:00p,Boston Celtics,132,Sacramento Kings,109,Box Score,,18111,Golden 1 Center
Mar 21 2023,10:30p,Oklahoma City Thunder,101,Los Angeles Clippers,100,Box Score,,19068,Crypto.com Arena
Mar 22 2023,7:00p,Denver Nuggets,118,Washington Wizards,104,Box Score,,16508,Capital One Arena
Mar 22 2023,7:30p,Golden State Warriors,127,Dallas Mavericks,125,Box Score,,20377,American Airlines Center
Mar 22 2023,7:30p,New York Knicks,120,Miami Heat,127,Box Score,,19863,FTX Arena
Mar 22 2023,7:30p,Indiana Pacers,118,Toronto Raptors,114,Box Score,,19800,Scotiabank Arena
Mar 22 2023,8:00p,Philadelphia 76ers,116,Chicago Bulls,91,Box Score,,20946,United Center
Mar 22 2023,8:00p,Houston Rockets,125,Memphis Grizzlies,130,Box Score,,17794,FedEx Forum
Mar 22 2023,8:00p,San Antonio Spurs,94,Milwaukee Bucks,130,Box Score,,17756,Fiserv Forum
Mar 22 2023,8:00p,Atlanta Hawks,124,Minnesota Timberwolves,125,Box Score,,17136,Target Center
Mar 22 2023,10:00p,Phoenix Suns,111,Los Angeles Lakers,122,Box Score,,18435,Crypto.com Arena
Mar 23 2023,7:00p,New York Knicks,106,Orlando Magic,111,Box Score,,17607,Amway Center
Mar 23 2023,7:30p,Cleveland Cavaliers,116,Brooklyn Nets,114,Box Score,,17732,Barclays Center
Mar 23 2023,8:00p,Charlotte Hornets,96,New Orleans Pelicans,115,Box Score,,15749,Smoothie King Center
Mar 23 2023,10:30p,Oklahoma City Thunder,105,Los Angeles Clippers,127,Box Score,,17307,Crypto.com Arena
Mar 24 2023,7:00p,Indiana Pacers,95,Boston Celtics,120,Box Score,,19156,TD Garden
Mar 24 2023,7:00p,San Antonio Spurs,124,Washington Wizards,136,Box Score,,17004,Capital One Arena
Mar 24 2023,7:30p,Detroit Pistons,97,Toronto Raptors,118,Box Score,,19800,Scotiabank Arena
Mar 24 2023,8:00p,Houston Rockets,114,Memphis Grizzlies,151,Box Score,,17851,FedEx Forum
Mar 24 2023,8:30p,Charlotte Hornets,117,Dallas Mavericks,109,Box Score,,20347,American Airlines Center
Mar 24 2023,9:00p,Milwaukee Bucks,144,Utah Jazz,116,Box Score,,18206,Vivint Arena
Mar 24 2023,10:00p,Philadelphia 76ers,112,Golden State Warriors,120,Box Score,,18064,Chase Center
Mar 24 2023,10:00p,Chicago Bulls,124,Portland Trail Blazers,96,Box Score,,19393,Moda Center
Mar 24 2023,10:00p,Phoenix Suns,127,Sacramento Kings,135,Box Score,,18151,Golden 1 Center
Mar 24 2023,10:30p,Oklahoma City Thunder,111,Los Angeles Lakers,116,Box Score,,18997,Crypto.com Arena
Mar 25 2023,5:00p,Indiana Pacers,130,Atlanta Hawks,143,Box Score,,17699,State Farm Arena
Mar 25 2023,8:00p,Brooklyn Nets,129,Miami Heat,100,Box Score,,19680,FTX Arena
Mar 25 2023,9:00p,Milwaukee Bucks,106,Denver Nuggets,129,Box Score,,19919,Ball Arena
Mar 25 2023,10:00p,Philadelphia 76ers,105,Phoenix Suns,125,Box Score,,17071,Footprint Center
Mar 25 2023,10:00p,Utah Jazz,113,Sacramento Kings,121,Box Score,,18151,Golden 1 Center
Mar 25 2023,10:30p,New Orleans Pelicans,131,Los Angeles Clippers,110,Box Score,,17702,Crypto.com Arena
Mar 26 2023,1:00p,Dallas Mavericks,104,Charlotte Hornets,110,Box Score,,19264,Spectrum Center
Mar 26 2023,3:30p,Chicago Bulls,118,Los Angeles Lakers,108,Box Score,,18997,Crypto.com Arena
Mar 26 2023,6:00p,Memphis Grizzlies,123,Atlanta Hawks,119,Box Score,,18056,State Farm Arena
Mar 26 2023,6:00p,San Antonio Spurs,93,Boston Celtics,137,Box Score,,19156,TD Garden
Mar 26 2023,6:00p,Houston Rockets,91,Cleveland Cavaliers,108,Box Score,,19432,Rocket Mortgage Fieldhouse
Mar 26 2023,6:00p,Brooklyn Nets,106,Orlando Magic,119,Box Score,,17862,Amway Center
Mar 26 2023,6:00p,Washington Wizards,104,Toronto Raptors,114,Box Score,,19800,Scotiabank Arena
Mar 26 2023,7:00p,Oklahoma City Thunder,118,Portland Trail Blazers,112,Box Score,,18626,Moda Center
Mar 26 2023,8:30p,Minnesota Timberwolves,99,Golden State Warriors,96,Box Score,,18064,Chase Center
Mar 27 2023,7:00p,Milwaukee Bucks,126,Detroit Pistons,117,Box Score,,21090,Little Caesars Arena
Mar 27 2023,7:00p,Dallas Mavericks,127,Indiana Pacers,104,Box Score,,17022,Gainbridge Fieldhouse
Mar 27 2023,7:30p,Houston Rockets,115,New York Knicks,137,Box Score,,19812,Madison Square Garden (IV)
Mar 27 2023,9:00p,Phoenix Suns,117,Utah Jazz,103,Box Score,,18206,Vivint Arena
Mar 27 2023,9:30p,Philadelphia 76ers,111,Denver Nuggets,116,Box Score,,19781,Ball Arena
Mar 27 2023,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,90,Box Score,,17943,Moda Center
Mar 27 2023,10:00p,Minnesota Timberwolves,119,Sacramento Kings,115,Box Score,,18151,Golden 1 Center
Mar 27 2023,10:30p,Chicago Bulls,112,Los Angeles Clippers,124,Box Score,,19068,Crypto.com Arena
Mar 28 2023,7:00p,Boston Celtics,111,Washington Wizards,130,Box Score,,20476,Capital One Arena
Mar 28 2023,7:30p,Cleveland Cavaliers,118,Atlanta Hawks,120,Box Score,,17748,State Farm Arena
Mar 28 2023,7:30p,Miami Heat,92,Toronto Raptors,106,Box Score,,19800,Scotiabank Arena
Mar 28 2023,8:00p,Orlando Magic,108,Memphis Grizzlies,113,Box Score,,16507,FedEx Forum
Mar 28 2023,8:00p,Charlotte Hornets,137,Oklahoma City Thunder,134,Box Score,,15428,Paycom Center
Mar 28 2023,10:00p,New Orleans Pelicans,109,Golden State Warriors,120,Box Score,,18064,Chase Center
Mar 29 2023,7:00p,Milwaukee Bucks,149,Indiana Pacers,136,,,,Gainbridge Fieldhouse
Mar 29 2023,7:30p,Houston Rockets,114,Brooklyn Nets,123,,,,Barclays Center
Mar 29 2023,7:30p,Miami Heat,92,New York Knicks,101,,,,Madison Square Garden (IV)
Mar 29 2023,7:30p,Dallas Mavericks,108,Philadelphia 76ers,116,,,,Wells Fargo Center
Mar 29 2023,8:00p,Los Angeles Lakers,121,Chicago Bulls,110,,,,United Center
Mar 29 2023,8:00p,Los Angeles Clippers,141,Memphis Grizzlies,132,,,,FedEx Forum
Mar 29 2023,8:00p,Detroit Pistons,106,Oklahoma City Thunder,107,,,,Paycom Center
Mar 29 2023,8:00p,Utah Jazz,128,San Antonio Spurs,117,,,,AT&T Center
Mar 29 2023,10:00p,Minnesota Timberwolves,100,Phoenix Suns,107,,,,Footprint Center
Mar 29 2023,10:00p,Sacramento Kings,120,Portland Trail Blazers,80,,,,Moda Center
Mar 30 2023,7:30p,Boston Celtics,140,Milwaukee Bucks,99,,,,Fiserv Forum
Mar 30 2023,10:00p,New Orleans Pelicans,107,Denver Nuggets,88,,,,Ball Arena
Mar 31 2023,7:00p,Chicago Bulls,121,Charlotte Hornets,91,,,,Spectrum Center
Mar 31 2023,7:00p,Oklahoma City Thunder,117,Indiana Pacers,121,,,,Gainbridge Fieldhouse
Mar 31 2023,7:00p,Toronto Raptors,110,Philadelphia 76ers,117,,,,Wells Fargo Center
Mar 31 2023,7:00p,Orlando Magic,116,Washington Wizards,109,,,,Capital One Arena
Mar 31 2023,7:30p,Utah Jazz,114,Boston Celtics,122,,,,TD Garden
Mar 31 2023,7:30p,Atlanta Hawks,107,Brooklyn Nets,124,,,,Barclays Center
Mar 31 2023,7:30p,New York Knicks,130,Cleveland Cavaliers,116,,,,Rocket Mortgage Fieldhouse
Mar 31 2023,8:00p,Detroit Pistons,115,Houston Rockets,121,,,,Toyota Center
Mar 31 2023,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,108,,,,FedEx Forum
Mar 31 2023,8:00p,Los Angeles Lakers,123,Minnesota Timberwolves,111,,,,Target Center
Mar 31 2023,10:00p,San Antonio Spurs,115,Golden State Warriors,130,,,,Chase Center
Mar 31 2023,10:00p,Sacramento Kings,138,Portland Trail Blazers,114,,,,Moda Center
Mar 31 2023,10:30p,Denver Nuggets,93,Phoenix Suns,100,,,,Footprint Center
Apr 1 2023,7:30p,Dallas Mavericks,122,Miami Heat,129,,,,FTX Arena
Apr 1 2023,8:30p,Los Angeles Clippers,114,New Orleans Pelicans,122,,,,Smoothie King Center
Apr 2 2023,1:00p,Toronto Raptors,128,Charlotte Hornets,108,,,,Spectrum Center
Apr 2 2023,3:30p,Utah Jazz,110,Brooklyn Nets,111,,,,Barclays Center
Apr 2 2023,3:30p,Memphis Grizzlies,107,Chicago Bulls,128,,,,United Center
Apr 2 2023,3:30p,Portland Trail Blazers,107,Minnesota Timberwolves,105,,,,Target Center
Apr 2 2023,6:00p,Dallas Mavericks,130,Atlanta Hawks,132,,,,State Farm Arena
Apr 2 2023,6:00p,San Antonio Spurs,142,Sacramento Kings,134,,,,Golden 1 Center
Apr 2 2023,6:00p,Detroit Pistons,102,Orlando Magic,128,,,,Amway Center
Apr 2 2023,6:00p,Washington Wizards,109,New York Knicks,118,,,,Madison Square Garden (IV)
Apr 2 2023,7:00p,Los Angeles Lakers,134,Houston Rockets,109,,,,Toyota Center
Apr 2 2023,7:00p,Phoenix Suns,128,Oklahoma City Thunder,118,,,,Paycom Center
Apr 2 2023,8:00p,Philadelphia 76ers,104,Milwaukee Bucks,117,,,,Fiserv Forum
Apr 2 2023,8:00p,Indiana Pacers,105,Cleveland Cavaliers,115,,,,Rocket Mortgage Fieldhouse
Apr 2 2023,8:30p,Golden State Warriors,110,Denver Nuggets,112,,,,Ball Arena
Apr 4 2023,7:00p,Toronto Raptors,120,Charlotte Hornets,100,,,,Spectrum Center
Apr 4 2023,7:00p,Milwaukee Bucks,140,Washington Wizards,128,,,,Capital One Arena
Apr 4 2023,7:00p,Cleveland Cavaliers,117,Orlando Magic,113,,,,Amway Center
Apr 4 2023,7:00p,Miami Heat,118,Detroit Pistons,105,,,,Little Caesars Arena
Apr 4 2023,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,102,,,,Barclays Center
Apr 4 2023,8:00p,Denver Nuggets,103,Houston Rockets,124,,,,Toyota Center
Apr 4 2023,8:00p,Portland Trail Blazers,109,Memphis Grizzlies,119,,,,FedEx Forum
Apr 4 2023,8:00p,Sacramento Kings,121,New Orleans Pelicans,103,,,,Smoothie King Center
Apr 4 2023,8:00p,Boston Celtics,101,Philadelphia 76ers,103,,,,Wells Fargo Center
Apr 4 2023,8:00p,Atlanta Hawks,123,Chicago Bulls,105,,,,United Center
Apr 4 2023,9:00p,Los Angeles Lakers,135,Utah Jazz,133,,,,Vivint Arena
Apr 4 2023,10:00p,Oklahoma City Thunder,125,Golden State Warriors,136,,,,Chase Center
Apr 4 2023,10:00p,San Antonio Spurs,94,Phoenix Suns,115,,,,Footprint Center
Apr 5 2023,7:00p,Brooklyn Nets,123,Detroit Pistons,108,,,,Little Caesars Arena
Apr 5 2023,7:00p,New York Knicks,138,Indiana Pacers,129,,,,Gainbridge Fieldhouse
Apr 5 2023,7:30p,Washington Wizards,116,Atlanta Hawks,134,,,,State Farm Arena
Apr 5 2023,7:30p,Toronto Raptors,93,Boston Celtics,97,,,,TD Garden
Apr 5 2023,7:30p,Chicago Bulls,92,Milwaukee Bucks,105,,,,Fiserv Forum
Apr 5 2023,8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138,,,,Smoothie King Center
Apr 5 2023,8:30p,Sacramento Kings,119,Dallas Mavericks,123,,,,American Airlines Center
Apr 5 2023,10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125,,,,Crypto.com Arena
Apr 6 2023,7:00p,Cleveland Cavaliers,118,Orlando Magic,94,,,,Amway Center
Apr 6 2023,7:30p,Miami Heat,129,Philadelphia 76ers,101,,,,Wells Fargo Center
Apr 6 2023,8:00p,Portland Trail Blazers,127,San Antonio Spurs,129,,,,Moody Center
Apr 6 2023,9:00p,Oklahoma City Thunder,114,Utah Jazz,98,,,,Vivint Arena
Apr 6 2023,10:00p,Denver Nuggets,115,Phoenix Suns,119,,,,Footprint Center
Apr 7 2023,7:00p,Houston Rockets,112,Charlotte Hornets,109,,,,Spectrum Center
Apr 7 2023,7:00p,Miami Heat,108,Washington Wizards,114,,,,Capital One Arena
Apr 7 2023,7:00p,Detroit Pistons,122,Indiana Pacers,115,,,,Gainbridge Fieldhouse
Apr 7 2023,7:30p,Orlando Magic,84,Brooklyn Nets,101,,,,Barclays Center
Apr 7 2023,7:30p,Toronto Raptors,102,Boston Celtics,121,,,,TD Garden
Apr 7 2023,7:30p,Philadelphia 76ers,136,Atlanta Hawks,131,,,,State Farm Arena
Apr 7 2023,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,,,,Fiserv Forum
Apr 7 2023,8:00p,New York Knicks,105,New Orleans Pelicans,113,,,,Smoothie King Center
Apr 7 2023,8:30p,Chicago Bulls,115,Dallas Mavericks,112,,,,American Airlines Center
Apr 7 2023,10:00p,Golden State Warriors,119,Sacramento Kings,97,,,,Golden 1 Center
Apr 7 2023,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,,,,Crypto.com Arena
Apr 8 2023,3:30p,Denver Nuggets,114,Utah Jazz,118,,,,Vivint Arena
Apr 8 2023,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,,,,Crypto.com Arena
Apr 8 2023,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,,,,Moody Center
Apr 9 2023,1:00p,Atlanta Hawks,114,Boston Celtics,120,,,,TD Garden
Apr 9 2023,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,,,,Barclays Center
Apr 9 2023,1:00p,Detroit Pistons,81,Chicago Bulls,103,,,,United Center
Apr 9 2023,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,,,,Rocket Mortgage Fieldhouse
Apr 9 2023,1:00p,Orlando Magic,110,Miami Heat,123,,,,FTX Arena
Apr 9 2023,1:00p,Indiana Pacers,141,New York Knicks,136,,,,Madison Square Garden (IV)
Apr 9 2023,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,,,,Scotiabank Arena
Apr 9 2023,1:00p,Houston Rockets,114,Washington Wizards,109,,,,Capital One Arena
Apr 9 2023,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,,,,American Airlines Center
Apr 9 2023,3:30p,Sacramento Kings,95,Denver Nuggets,109,,,,Ball Arena
Apr 9 2023,3:30p,Utah Jazz,117,Los Angeles Lakers,128,,,,Crypto.com Arena
Apr 9 2023,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,,,,Target Center
Apr 9 2023,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,,,,Paycom Center
Apr 9 2023,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,,,,Footprint Center
Apr 9 2023,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,,,,Moda Center
